PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
29660008,Exosomal miR-214 from endometrial stromal cells inhibits endometriosis fibrosis,"Wu D, Lu P, Mi X, Miao J.",Mol Hum Reprod. 2018 Jul 1;24(7):357-365. doi: 10.1093/molehr/gay019.,Wu D,Mol Hum Reprod,2018,2018/4/17,,,10.1093/molehr/gay019
29636406,The impact of infertility diagnosis on embryo-endometrial dialogue,"Parks JC, McCallie BR, Patton AL, Al-Safi ZA, Polotsky AJ, Griffin DK, Schoolcraft WB, Katz-Jaffe MG.",Reproduction. 2018 Jun;155(6):543-552. doi: 10.1530/REP-17-0566. Epub 2018 Apr 10.,Parks JC,Reproduction,2018,2018/4/12,,,10.1530/REP-17-0566
29625267,Identification of small-molecule ligands that bind to MiR-21 as potential therapeutics for endometriosis by screening ZINC database and in-vitro assays,"Liu S, Yang Y, Li W, Tian X, Cui H, Zhang Q.",Gene. 2018 Jul 1;662:46-53. doi: 10.1016/j.gene.2018.03.094. Epub 2018 Apr 3.,Liu S,Gene,2018,2018/4/7,,,10.1016/j.gene.2018.03.094
29605406,Micro-RNA profile and proteins in peritoneal fluid from women with endometriosis: their relationship with sterility,"Marí-Alexandre J, Barceló-Molina M, Belmonte-López E, García-Oms J, Estellés A, Braza-Boïls A, Gilabert-Estellés J.",Fertil Steril. 2018 Apr;109(4):675-684.e2. doi: 10.1016/j.fertnstert.2017.11.036. Epub 2018 Mar 28.,Marí-Alexandre J,Fertil Steril,2018,2018/4/2,,,10.1016/j.fertnstert.2017.11.036
29587611,Serum MicroRNA Biomarkers Regulated by Simvastatin in a Primate Model of Endometriosis,"Cosar E, Mamillapalli R, Moridi I, Duleba A, Taylor HS.",Reprod Sci. 2019 Oct;26(10):1343-1350. doi: 10.1177/1933719118765971. Epub 2018 Mar 27.,Cosar E,Reprod Sci,2019,2018/3/29,PMC6949973,,10.1177/1933719118765971
29463003,The miRNA Mirage: How Close Are We to Finding a Non-Invasive Diagnostic Biomarker in Endometriosis? A Systematic Review,"Agrawal S, Tapmeier T, Rahmioglu N, Kirtley S, Zondervan K, Becker C.",Int J Mol Sci. 2018 Feb 17;19(2):599. doi: 10.3390/ijms19020599.,Agrawal S,Int J Mol Sci,2018,2018/2/22,PMC5855821,,10.3390/ijms19020599
29448246,Effect of Mst1 on Endometriosis Apoptosis and Migration: Role of Drp1-Related Mitochondrial Fission and Parkin-Required Mitophagy,"Zhao Q, Ye M, Yang W, Wang M, Li M, Gu C, Zhao L, Zhang Z, Han W, Fan W, Meng Y.",Cell Physiol Biochem. 2018;45(3):1172-1190. doi: 10.1159/000487450. Epub 2018 Feb 9.,Zhao Q,Cell Physiol Biochem,2018,2018/2/16,,,10.1159/000487450
29385395,MicroRNA expression pattern differs depending on endometriosis lesion type,"Haikalis ME, Wessels JM, Leyland NA, Agarwal SK, Foster WG.",Biol Reprod. 2018 May 1;98(5):623-633. doi: 10.1093/biolre/ioy019.,Haikalis ME,Biol Reprod,2018,2018/2/1,,,10.1093/biolre/ioy019
29357938,Integration analysis of microRNA and mRNA paired expression profiling identifies deregulated microRNA-transcription factor-gene regulatory networks in ovarian endometriosis,"Zhao L, Gu C, Ye M, Zhang Z, Li L, Fan W, Meng Y.",Reprod Biol Endocrinol. 2018 Jan 22;16(1):4. doi: 10.1186/s12958-017-0319-5.,Zhao L,Reprod Biol Endocrinol,2018,2018/1/24,PMC5776778,,10.1186/s12958-017-0319-5
29334789,Circular RNA expression in ovarian endometriosis,"Shen L, Zhang Y, Zhou W, Peng Z, Hong X, Zhang Y.",Epigenomics. 2018 May;10(5):559-572. doi: 10.2217/epi-2017-0079. Epub 2018 Jan 16.,Shen L,Epigenomics,2018,2018/1/17,,,10.2217/epi-2017-0079
29308623,miR-31 and miR-145 as Potential Non-Invasive Regulatory Biomarkers in Patients with Endometriosis,"Bashti O, Noruzinia M, Garshasbi M, Abtahi M.",Cell J. 2018 Apr;20(1):84-89. doi: 10.22074/cellj.2018.4915. Epub 2017 Dec 1.,Bashti O,Cell J,2018,2018/1/9,PMC5759684,,10.22074/cellj.2018.4915
31435203,Future Directions in Endometriosis Research and Therapeutics,"Nothnick WB, Marsh C, Alali Z.",Curr Womens Health Rev. 2018;14(2):189-194. doi: 10.2174/1573404813666161221164810.,Nothnick WB,Curr Womens Health Rev,2018,2019/8/23,PMC6703816,NIHMS996890,10.2174/1573404813666161221164810
29259483,Epigenetic regulation of the pathological process in endometriosis,"Hsiao KY, Wu MH, Tsai SJ.",Reprod Med Biol. 2017 Jul 23;16(4):314-319. doi: 10.1002/rmb2.12047. eCollection 2017 Oct.,Hsiao KY,Reprod Med Biol,2017,2017/12/21,PMC5715896,,10.1002/rmb2.12047
29259466,Overexpression of microRNA-542-3p attenuates the differentiating capacity of endometriotic stromal cells,"Sultana S, Kajihara T, Mizuno Y, Sato T, Oguro T, Kimura M, Akita M, Ishihara O.",Reprod Med Biol. 2017 Mar 26;16(2):170-178. doi: 10.1002/rmb2.12028. eCollection 2017 Apr.,Sultana S,Reprod Med Biol,2017,2017/12/21,PMC5661816,,10.1002/rmb2.12028
29247225,Ginsenoside Rg3 Decreases Fibrotic and Invasive Nature of Endometriosis by Modulating miRNA-27b: In Vitro and In Vivo Studies,"Kim MK, Lee SK, Park JH, Lee JH, Yun BH, Park JH, Seo SK, Cho S, Choi YS.",Sci Rep. 2017 Dec 15;7(1):17670. doi: 10.1038/s41598-017-17956-0.,Kim MK,Sci Rep,2017,2017/12/17,PMC5732249,,10.1038/s41598-017-17956-0
29149541,Diagnostic accuracy of serum miR-122 and miR-199a in women with endometriosis,"Maged AM, Deeb WS, El Amir A, Zaki SS, El Sawah H, Al Mohamady M, Metwally AA, Katta MA.",Int J Gynaecol Obstet. 2018 Apr;141(1):14-19. doi: 10.1002/ijgo.12392. Epub 2017 Dec 16.,Maged AM,Int J Gynaecol Obstet,2018,2017/11/18,,,10.1002/ijgo.12392
29116025,miR-200c suppresses endometriosis by targeting MALAT1 in vitro and in vivo,"Liang Z, Chen Y, Zhao Y, Xu C, Zhang A, Zhang Q, Wang D, He J, Hua W, Duan P.",Stem Cell Res Ther. 2017 Nov 7;8(1):251. doi: 10.1186/s13287-017-0706-z.,Liang Z,Stem Cell Res Ther,2017,2017/11/9,PMC5678601,,10.1186/s13287-017-0706-z
29093245,[Expression of miR23b and Sp1 in ovarian endometriosisand their clinic significance],"Hong X, Shen L, Zhou W, Zhang Y.",Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2017 Oct 28;42(10):1150-1155. doi: 10.11817/j.issn.1672-7347.2017.10.004.,Hong X,Zhong Nan Da Xue Xue Bao Yi Xue Ban,2017,2017/11/3,,,10.11817/j.issn.1672-7347.2017.10.004
29040578,Systemic Inflammation Induced by microRNAs: Endometriosis-Derived Alterations in Circulating microRNA 125b-5p and Let-7b-5p Regulate Macrophage Cytokine Production,"Nematian SE, Mamillapalli R, Kadakia TS, Majidi Zolbin M, Moustafa S, Taylor HS.",J Clin Endocrinol Metab. 2018 Jan 1;103(1):64-74. doi: 10.1210/jc.2017-01199.,Nematian SE,J Clin Endocrinol Metab,2018,2017/10/18,,,10.1210/jc.2017-01199
28990049,miRNA‑34a‑5p downregulation of VEGFA in endometrial stem cells contributes to the pathogenesis of endometriosis,"Ma Y, Huang YX, Chen YY.",Mol Med Rep. 2017 Dec;16(6):8259-8264. doi: 10.3892/mmr.2017.7677. Epub 2017 Sep 29.,Ma Y,Mol Med Rep,2017,2017/10/10,,,10.3892/mmr.2017.7677
28894379,miRNA expression profiling in formalin-fixed paraffin-embedded endometriosis and ovarian cancer samples,"Braicu OL, Budisan L, Buiga R, Jurj A, Achimas-Cadariu P, Pop LA, Braicu C, Irimie A, Berindan-Neagoe I.",Onco Targets Ther. 2017 Aug 28;10:4225-4238. doi: 10.2147/OTT.S137107. eCollection 2017.,Braicu OL,Onco Targets Ther,2017,2017/9/13,PMC5584916,,10.2147/OTT.S137107
28828000,MicroRNA expression analysis in endometriotic serum treated mesenchymal stem cells,"Abdel-Rasheed M, Nour Eldeen G, Mahmoud M, ElHefnawi M, Abu-Shahba N, Reda M, Elsetohy K, Nabil M, Elnoury A, Taha T, Azmy O.",EXCLI J. 2017 Jun 14;16:852-867. doi: 10.17179/excli2017-101. eCollection 2017.,Abdel-Rasheed M,EXCLI J,2017,2017/8/23,PMC5547388,,10.17179/excli2017-101
28742579,A Review of the Epigenetic Contributions to Endometriosis,"Grimstad FW, Decherney A.",Clin Obstet Gynecol. 2017 Sep;60(3):467-476. doi: 10.1097/GRF.0000000000000298.,Grimstad FW,Clin Obstet Gynecol,2017,2017/7/26,,,10.1097/GRF.0000000000000298
28720098,"Arcyriaflavin a, a cyclin D1-cyclin-dependent kinase4 inhibitor, induces apoptosis and inhibits proliferation of human endometriotic stromal cells: a potential therapeutic agent in endometriosis","Hirakawa T, Nasu K, Aoyagi Y, Takebayashi K, Narahara H.",Reprod Biol Endocrinol. 2017 Jul 18;15(1):53. doi: 10.1186/s12958-017-0272-3.,Hirakawa T,Reprod Biol Endocrinol,2017,2017/7/20,PMC5516342,,10.1186/s12958-017-0272-3
28658710,The Systemic Effects of Endometriosis,"Alderman MH 3rd, Yoder N, Taylor HS.",Semin Reprod Med. 2017 May;35(3):263-270. doi: 10.1055/s-0037-1603582. Epub 2017 Jun 28.,Alderman MH 3rd,Semin Reprod Med,2017,2017/6/29,,,10.1055/s-0037-1603582
28651916,Challenges in endometriosis miRNA studies - From tissue heterogeneity to disease specific miRNAs,"Saare M, Rekker K, Laisk-Podar T, Rahmioglu N, Zondervan K, Salumets A, Götte M, Peters M.",Biochim Biophys Acta Mol Basis Dis. 2017 Sep;1863(9):2282-2292. doi: 10.1016/j.bbadis.2017.06.018. Epub 2017 Jun 23.,Saare M,Biochim Biophys Acta Mol Basis Dis,2017,2017/6/28,,,10.1016/j.bbadis.2017.06.018
28558522,Saponin Extracts Induced Apoptosis of Endometrial Cells From Women With Endometriosis Through Modulation of miR-21-5p,"Park JH, Lee SK, Kim MK, Lee JH, Yun BH, Park JH, Seo SK, Cho S, Choi YS.",Reprod Sci. 2018 Feb;25(2):292-301. doi: 10.1177/1933719117711263. Epub 2017 May 31.,Park JH,Reprod Sci,2018,2017/6/1,,,10.1177/1933719117711263
28537685,Regulation of miR-33b on endometriosis and expression of related factors,"Yang WW, Hong L, Xu XX, Wang Q, Huang JL, Jiang L.",Eur Rev Med Pharmacol Sci. 2017 May;21(9):2027-2033.,Yang WW,Eur Rev Med Pharmacol Sci,2017,2017/5/25,,,
28506024,MicroRNA expression profiling in endometriosis-associated infertility and its relationship with endometrial receptivity evaluated by ultrasound,"Xu X, Li Z, Liu J, Yu S, Wei Z.",J Xray Sci Technol. 2017;25(3):523-532. doi: 10.3233/XST-17286.,Xu X,J Xray Sci Technol,2017,2017/5/17,,,10.3233/XST-17286
28499250,Redox regulation of microRNAs in endometriosis-associated pain,"Wright KR, Mitchell B, Santanam N.",Redox Biol. 2017 Aug;12:956-966. doi: 10.1016/j.redox.2017.04.037. Epub 2017 May 4.,Wright KR,Redox Biol,2017,2017/5/13,PMC5429229,,10.1016/j.redox.2017.04.037
28490276,Endometrial Stromal and Epithelial Cells Exhibit Unique Aberrant Molecular Defects in Patients With Endometriosis,"Logan PC, Yango P, Tran ND.",Reprod Sci. 2018 Jan;25(1):140-159. doi: 10.1177/1933719117704905. Epub 2017 May 11.,Logan PC,Reprod Sci,2018,2017/5/12,PMC6344981,,10.1177/1933719117704905
28423456,"Progesterone resistance in endometriosis: origins, consequences and interventions","Patel BG, Rudnicki M, Yu J, Shu Y, Taylor RN.",Acta Obstet Gynecol Scand. 2017 Jun;96(6):623-632. doi: 10.1111/aogs.13156.,Patel BG,Acta Obstet Gynecol Scand,2017,2017/4/20,,,10.1111/aogs.13156
28411308,The Effect of miR-200c Inhibition on Chemosensitivity (5- FluoroUracil) in Colorectal Cancer,"Heydari K, Saidijam M, Sharifi MR, Dermani FK, Soleimani Asl S, Shabab N, Najafi R.",Pathol Oncol Res. 2018 Jan;24(1):145-151. doi: 10.1007/s12253-017-0222-6. Epub 2017 Apr 14.,Heydari K,Pathol Oncol Res,2018,2017/4/16,,,10.1007/s12253-017-0222-6
28277133,mir-126 rs4636297 and TGFβRI rs334348 functional gene variants are associated with susceptibility to endometriosis and its severity,"Sepahi N, Kohan L, Jahromi AR, Daneshbod Y, Hoveidi EN.",Gynecol Endocrinol. 2017 Jun;33(6):429-432. doi: 10.1080/09513590.2017.1290064. Epub 2017 Feb 21.,Sepahi N,Gynecol Endocrinol,2017,2017/3/10,,,10.1080/09513590.2017.1290064
28271701,An update on the biological markers of endometriosis,"Socolov R, Socolov D, Sindilar A, Pavaleanu I.",Minerva Ginecol. 2017 Oct;69(5):462-467. doi: 10.23736/S0026-4784.17.04046-1. Epub 2017 Mar 7.,Socolov R,Minerva Ginecol,2017,2017/3/9,,,10.23736/S0026-4784.17.04046-1
28212593,MicroRNAs and Endometriosis: Distinguishing Drivers from Passengers in Disease Pathogenesis,Nothnick WB.,Semin Reprod Med. 2017 Mar;35(2):173-180. doi: 10.1055/s-0037-1599089. Epub 2017 Feb 17.,Nothnick WB,Semin Reprod Med,2017,2017/2/18,PMC5815380,NIHMS941716,10.1055/s-0037-1599089
28189296,Biomarkers in endometriosis: challenges and opportunities,"Ahn SH, Singh V, Tayade C.",Fertil Steril. 2017 Mar;107(3):523-532. doi: 10.1016/j.fertnstert.2017.01.009. Epub 2017 Feb 8.,Ahn SH,Fertil Steril,2017,2017/2/13,,,10.1016/j.fertnstert.2017.01.009
27959395,MicroRNA expression profiles and networks in CXCL12‑stimulated human endometrial stromal cells,"Mei J, Li MQ, Li DJ, Sun HX.",Mol Med Rep. 2017 Jan;15(1):249-255. doi: 10.3892/mmr.2016.5997. Epub 2016 Dec 7.,Mei J,Mol Med Rep,2017,2016/12/14,PMC5355667,,10.3892/mmr.2016.5997
27920341,Serum miR-451a Levels Are Significantly Elevated in Women With Endometriosis and Recapitulated in Baboons ( Papio anubis) With Experimentally-Induced Disease,"Nothnick WB, Falcone T, Joshi N, Fazleabas AT, Graham A.",Reprod Sci. 2017 Aug;24(8):1195-1202. doi: 10.1177/1933719116681519. Epub 2016 Dec 5.,Nothnick WB,Reprod Sci,2017,2016/12/7,PMC6343454,,10.1177/1933719116681519
27918105,"Resveratrol Inhibits Proliferation, Invasion, and Epithelial-Mesenchymal Transition by Increasing miR-200c Expression in HCT-116 Colorectal Cancer Cells","Karimi Dermani F, Saidijam M, Amini R, Mahdavinezhad A, Heydari K, Najafi R.",J Cell Biochem. 2017 Jun;118(6):1547-1555. doi: 10.1002/jcb.25816. Epub 2016 Dec 13.,Karimi Dermani F,J Cell Biochem,2017,2016/12/6,,,10.1002/jcb.25816
27778641,Progesterone Resistance in Endometriosis Is Modulated by the Altered Expression of MicroRNA-29c and FKBP4,"Joshi NR, Miyadahira EH, Afshar Y, Jeong JW, Young SL, Lessey BA, Serafini PC, Fazleabas AT.",J Clin Endocrinol Metab. 2017 Jan 1;102(1):141-149. doi: 10.1210/jc.2016-2076.,Joshi NR,J Clin Endocrinol Metab,2017,2016/10/26,PMC5413101,,10.1210/jc.2016-2076
27741504,Up-regulation of ribosome biogenesis by MIR196A2 genetic variation promotes endometriosis development and progression,"Chang CY, Lai MT, Chen Y, Yang CW, Chang HW, Lu CC, Chen CM, Chan C, Chung C, Tseng CC, Hwang T, Sheu JJ, Tsai FJ.",Oncotarget. 2016 Nov 22;7(47):76713-76725. doi: 10.18632/oncotarget.11536.,Chang CY,Oncotarget,2016,2016/10/15,PMC5363543,,10.18632/oncotarget.11536
27709720,Differential micro ribonucleic acid expression profiling in ovarian endometrioma with leuprolide acetate treatment,"Kiba A, Banno K, Yanokura M, Asada M, Nakayama Y, Aoki D, Watanabe T.",J Obstet Gynaecol Res. 2016 Dec;42(12):1734-1743. doi: 10.1111/jog.13137. Epub 2016 Oct 6.,Kiba A,J Obstet Gynaecol Res,2016,2016/10/7,,,10.1111/jog.13137
27655771,Circulating miRNAs in Murine Experimental Endometriosis,"Seifer BJ, Su D, Taylor HS.",Reprod Sci. 2017 Mar;24(3):376-381. doi: 10.1177/1933719116667228. Epub 2016 Sep 27.,Seifer BJ,Reprod Sci,2017,2016/9/23,,,10.1177/1933719116667228
27619772,"miR-503, a microRNA epigenetically repressed in endometriosis, induces apoptosis and cell-cycle arrest and inhibits cell proliferation, angiogenesis, and contractility of human ovarian endometriotic stromal cells","Hirakawa T, Nasu K, Abe W, Aoyagi Y, Okamoto M, Kai K, Takebayashi K, Narahara H.",Hum Reprod. 2016 Nov;31(11):2587-2597. doi: 10.1093/humrep/dew217. Epub 2016 Sep 12.,Hirakawa T,Hum Reprod,2016,2016/9/14,,,10.1093/humrep/dew217
27619769,miR-196a overexpression activates the MEK/ERK signal and represses the progesterone receptor and decidualization in eutopic endometrium from women with endometriosis,"Zhou M, Fu J, Xiao L, Yang S, Song Y, Zhang X, Feng X, Sun H, Xu W, Huang W.",Hum Reprod. 2016 Nov;31(11):2598-2608. doi: 10.1093/humrep/dew223. Epub 2016 Sep 12.,Zhou M,Hum Reprod,2016,2016/9/14,,,10.1093/humrep/dew223
27608888,miRNA-15a-5p regulates VEGFA in endometrial mesenchymal stem cells and contributes to the pathogenesis of endometriosis,"Liu XJ, Bai XG, Teng YL, Song L, Lu N, Yang RQ.",Eur Rev Med Pharmacol Sci. 2016 Aug;20(16):3319-26.,Liu XJ,Eur Rev Med Pharmacol Sci,2016,2016/9/10,,,
29442029,"Expression, regulation and function of MicroRNAs in endometriosis","Mu P, Zhou J, Ma X, Zhang G, Li Y.",Pharmazie. 2016 Aug 1;71(8):434-438. doi: 10.1691/ph.2016.5904.,Mu P,Pharmazie,2016,2018/2/15,,,10.1691/ph.2016.5904
27412773,Decidualization Differentially Regulates microRNA Expression in Eutopic and Ectopic Endometrial Stromal Cells,"Aoyagi Y, Nasu K, Kai K, Hirakawa T, Okamoto M, Kawano Y, Abe W, Tsukamoto Y, Moriyama M, Narahara H.",Reprod Sci. 2017 Mar;24(3):445-455. doi: 10.1177/1933719116657894. Epub 2016 Sep 27.,Aoyagi Y,Reprod Sci,2017,2016/7/15,,,10.1177/1933719116657894
27412772,Analysis of Serum microRNA Profile by Solexa Sequencing in Women With Endometriosis,"Wang L, Huang W, Ren C, Zhao M, Jiang X, Fang X, Xia X.",Reprod Sci. 2016 Oct;23(10):1359-70. doi: 10.1177/1933719116641761. Epub 2016 Jul 13.,Wang L,Reprod Sci,2016,2016/7/15,,,10.1177/1933719116641761
27356479,[Differential expression of microRNA in eutopic endometrium tissue during implantation window for patients with endometriosis related infertility],"Wang Y, Ma CH, Qiao J.",Zhonghua Fu Chan Ke Za Zhi. 2016 Jun 25;51(6):436-41. doi: 10.3760/cma.j.issn.0529-567X.2016.06.007.,Wang Y,Zhonghua Fu Chan Ke Za Zhi,2016,2016/7/1,,,10.3760/cma.j.issn.0529-567X.2016.06.007
27341345,Molecular signatures of ovarian diseases: Insights from network medicine perspective,"Kori M, Gov E, Arga KY.",Syst Biol Reprod Med. 2016 Aug;62(4):266-82. doi: 10.1080/19396368.2016.1197982. Epub 2016 Jun 24.,Kori M,Syst Biol Reprod Med,2016,2016/6/25,,,10.1080/19396368.2016.1197982
27323121,Microarray analysis of microRNA deregulation and angiogenesis-related proteins in endometriosis,"Yang RQ, Teng H, Xu XH, Liu SY, Wang YH, Guo FJ, Liu XJ.",Genet Mol Res. 2016 Jun 3;15(2). doi: 10.4238/gmr.15027826.,Yang RQ,Genet Mol Res,2016,2016/6/21,,,10.4238/gmr.15027826
27320036,Aromatase inhibitor regulates let-7 expression and let-7f-induced cell migration in endometrial cells from women with endometriosis,"Cho S, Mutlu L, Zhou Y, Taylor HS.",Fertil Steril. 2016 Sep 1;106(3):673-80. doi: 10.1016/j.fertnstert.2016.05.020. Epub 2016 Jun 16.,Cho S,Fertil Steril,2016,2016/6/21,PMC5831184,NIHMS800658,10.1016/j.fertnstert.2016.05.020
27294413,"Human genome meeting 2016 : Houston, TX, USA. 28 February - 2 March 2016","Srivastava AK, Wang Y, Huang R, Skinner C, Thompson T, Pollard L, Wood T, Luo F, Stevenson R, Polimanti R, Gelernter J, Lin X, Lim IY, Wu Y, Teh AL, Chen L, Aris IM, Soh SE, Tint MT, MacIsaac JL, Yap F, Kwek K, Saw SM, Kobor MS, Meaney MJ, Godfrey KM, Chong YS, Holbrook JD, Lee YS, Gluckman PD, Karnani N; GUSTO study group; Kapoor A, Lee D, Chakravarti A, Maercker C, Graf F, Boutros M, Stamoulis G, Santoni F, Makrythanasis P, Letourneau A, Guipponi M, Panousis N, Garieri M, Ribaux P, Falconnet E, Borel C, Antonarakis SE, Kumar S, Curran J, Blangero J, Chatterjee S, Kapoor A, Akiyama J, Auer D, Berrios C, Pennacchio L, Chakravarti A, Donti TR, Cappuccio G, Miller M, Atwal P, Kennedy A, Cardon A, Bacino C, Emrick L, Hertecant J, Baumer F, Porter B, Bainbridge M, Bonnen P, Graham B, Sutton R, Sun Q, Elsea S, Hu Z, Wang P, Zhu Y, Zhao J, Xiong M, Bennett DA, Hidalgo-Miranda A, Romero-Cordoba S, Rodriguez-Cuevas S, Rebollar-Vega R, Tagliabue E, Iorio M, D’Ippolito E, Baroni S, Kaczkowski B, Tanaka Y, Kawaji H, Sandelin A, Andersson R, Itoh M, Lassmann T; The FANTOM5 Consortium; Hayashizaki Y, Carninci P, et al.",Hum Genomics. 2016 May 26;10 Suppl 1(Suppl 1):12. doi: 10.1186/s40246-016-0063-5.,Srivastava AK,Hum Genomics,2016,2016/6/14,PMC4896275,,10.1186/s40246-016-0063-5
27233751,Global Transcriptome Abnormalities of the Eutopic Endometrium From Women With Adenomyosis,"Herndon CN, Aghajanova L, Balayan S, Erikson D, Barragan F, Goldfien G, Vo KC, Hawkins S, Giudice LC.",Reprod Sci. 2016 Oct;23(10):1289-303. doi: 10.1177/1933719116650758. Epub 2016 May 27.,Herndon CN,Reprod Sci,2016,2016/5/29,PMC6344825,,10.1177/1933719116650758
27179784,Serum microRNAs as diagnostic markers of endometriosis: a comprehensive array-based analysis,"Cosar E, Mamillapalli R, Ersoy GS, Cho S, Seifer B, Taylor HS.",Fertil Steril. 2016 Aug;106(2):402-9. doi: 10.1016/j.fertnstert.2016.04.013. Epub 2016 May 11.,Cosar E,Fertil Steril,2016,2016/5/16,,,10.1016/j.fertnstert.2016.04.013
27132058,Blood biomarkers for the non-invasive diagnosis of endometriosis,"Nisenblat V, Bossuyt PM, Shaikh R, Farquhar C, Jordan V, Scheffers CS, Mol BW, Johnson N, Hull ML.",Cochrane Database Syst Rev. 2016 May 1;2016(5):CD012179. doi: 10.1002/14651858.CD012179.,Nisenblat V,Cochrane Database Syst Rev,2016,2016/5/2,PMC7076288,,10.1002/14651858.CD012179
27049094,Ultrasound diagnosis in gynecological acute abdomen,"Wu J, Cui SH, Li HZ, Li QH, Yuan R, Zhang YP, Zhao TW.",J Biol Regul Homeost Agents. 2016 Jan-Mar;30(1):211-7.,Wu J,J Biol Regul Homeost Agents,2016,2016/4/7,,,
26914112,Hypoxia responsive miR-210 promotes cell survival and autophagy of endometriotic cells in hypoxia,"Xu TX, Zhao SZ, Dong M, Yu XR.",Eur Rev Med Pharmacol Sci. 2016;20(3):399-406.,Xu TX,Eur Rev Med Pharmacol Sci,2016,2016/2/26,,,
26854065,"microRNA miR-200b affects proliferation, invasiveness and stemness of endometriotic cells by targeting ZEB1, ZEB2 and KLF4","Eggers JC, Martino V, Reinbold R, Schäfer SD, Kiesel L, Starzinski-Powitz A, Schüring AN, Kemper B, Greve B, Götte M.",Reprod Biomed Online. 2016 Apr;32(4):434-45. doi: 10.1016/j.rbmo.2015.12.013. Epub 2016 Jan 15.,Eggers JC,Reprod Biomed Online,2016,2016/2/9,,,10.1016/j.rbmo.2015.12.013
26841879,Exosomes derived from endometriotic stromal cells have enhanced angiogenic effects in vitro,"Harp D, Driss A, Mehrabi S, Chowdhury I, Xu W, Liu D, Garcia-Barrio M, Taylor RN, Gold B, Jefferson S, Sidell N, Thompson W.",Cell Tissue Res. 2016 Jul;365(1):187-96. doi: 10.1007/s00441-016-2358-1. Epub 2016 Feb 3.,Harp D,Cell Tissue Res,2016,2016/2/5,PMC4917586,NIHMS757734,10.1007/s00441-016-2358-1
26819681,Comparative Analysis of Differentially Expressed miRNAs and their Downstream mRNAs in Ovarian Cancer and its Associated Endometriosis,"Wu RL, Ali S, Bandyopadhyay S, Alosh B, Hayek K, Daaboul MF, Winer I, Sarkar FH, Ali-Fehmi R.",J Cancer Sci Ther. 2015;7(7):258-265. doi: 10.4172/1948-5956.1000359.,Wu RL,J Cancer Sci Ther,2015,2016/1/29,PMC4725315,NIHMS733737,10.4172/1948-5956.1000359
26819477,Synthetic Steroid Hormones Regulated Cell Proliferation Through MicroRNA-34a-5p in Human Ovarian Endometrioma,"Hsu CY, Hsieh TH, Tsai CF, Chen HS, Liang PI, Hsu YL, Tsai EM.",Biol Reprod. 2016 Mar;94(3):60. doi: 10.1095/biolreprod.115.133330. Epub 2016 Jan 27.,Hsu CY,Biol Reprod,2016,2016/1/29,,,10.1095/biolreprod.115.133330
26771608,miRNAs Regulation and Its Role as Biomarkers in Endometriosis,"Marí-Alexandre J, Sánchez-Izquierdo D, Gilabert-Estellés J, Barceló-Molina M, Braza-Boïls A, Sandoval J.",Int J Mol Sci. 2016 Jan 13;17(1):93. doi: 10.3390/ijms17010093.,Marí-Alexandre J,Int J Mol Sci,2016,2016/1/16,PMC4730335,,10.3390/ijms17010093
26770366,MiR-202 promotes endometriosis by regulating SOX6 expression,"Zhang D, Li Y, Tian J, Zhang H, Wang S.",Int J Clin Exp Med. 2015 Oct 15;8(10):17757-64. eCollection 2015.,Zhang D,Int J Clin Exp Med,2015,2016/1/16,PMC4694266,,
26659492,"Non-coding RNAs in Uterine Development, Function and Disease",Nothnick WB.,Adv Exp Med Biol. 2016;886:171-189. doi: 10.1007/978-94-017-7417-8_9.,Nothnick WB,Adv Exp Med Biol,2016,2015/12/15,PMC4878440,NIHMS780885,10.1007/978-94-017-7417-8_9
26433194,Coordination of AUF1 and miR-148a destabilizes DNA methyltransferase 1 mRNA under hypoxia in endometriosis,"Hsiao KY, Wu MH, Chang N, Yang SH, Wu CW, Sun HS, Tsai SJ.",Mol Hum Reprod. 2015 Dec;21(12):894-904. doi: 10.1093/molehr/gav054. Epub 2015 Oct 3.,Hsiao KY,Mol Hum Reprod,2015,2015/10/4,,,10.1093/molehr/gav054
26391550,New Horizons in the Etiopathogenesis and Non-Invasive Diagnosis of Endometriosis,"Zubrzycka A, Zubrzycki M, Janecka A, Zubrzycka M.",Curr Mol Med. 2015;15(8):697-713. doi: 10.2174/1566524015666150921105218.,Zubrzycka A,Curr Mol Med,2015,2015/9/23,,,10.2174/1566524015666150921105218
26370665,Altered expression of microRNA-451 in eutopic endometrium of baboons (Papio anubis) with endometriosis,"Joshi NR, Su RW, Chandramouli GV, Khoo SK, Jeong JW, Young SL, Lessey BA, Fazleabas AT.",Hum Reprod. 2015 Dec;30(12):2881-91. doi: 10.1093/humrep/dev229. Epub 2015 Sep 14.,Joshi NR,Hum Reprod,2015,2015/9/16,PMC4643526,,10.1093/humrep/dev229
26366419,Profiling of Selected MicroRNAs in Proliferative Eutopic Endometrium of Women with Ovarian Endometriosis,"Laudanski P, Charkiewicz R, Tolwinska A, Szamatowicz J, Charkiewicz A, Niklinski J.",Biomed Res Int. 2015;2015:760698. doi: 10.1155/2015/760698. Epub 2015 Aug 20.,Laudanski P,Biomed Res Int,2015,2015/9/15,PMC4558423,,10.1155/2015/760698
